"Date
[note 1]",Weekday,Cars,Light Commercial Vehicles,Heavy Goods Vehicles,All motor vehicles,National Rail,Transport for London Tube,Transport for London Bus,Bus (excluding London),Cycling,Revised,Notes by day
01-Dec-21,Wed,0.90,1.11,1.10,0.95,0.64,0.60,0.76,0.77,0.75,[r] tfl tube,[z]
02-Dec-21,Thu,0.90,1.07,1.09,0.94,0.64,0.61,0.76,0.80,1.02,[r] tfl tube,[z]
03-Dec-21,Fri,0.92,1.08,1.08,0.96,0.63,0.60,0.77,0.78,0.85,"[r] tfl tube, tfl bus",[z]
04-Dec-21,Sat,0.96,1.17,1.19,1.00,0.63,0.75,0.79,0.76,0.89,[r] tfl tube,[z]
05-Dec-21,Sun,1.00,1.26,1.28,1.04,0.64,0.73,0.76,0.86,0.73,"[r] tfl tube, tfl bus",[z]
06-Dec-21,Mon,0.92,1.12,1.12,0.97,0.63,0.56,0.73,0.77,0.74,[r] tfl tube,[z]
07-Dec-21,Tue,0.87,1.08,1.10,0.92,0.63,0.59,0.74,0.75,0.68,[r] tfl bus,[z]
08-Dec-21,Wed,0.89,1.09,1.09,0.94,0.62,0.61,0.75,0.75,0.85,[r] tfl tube,[z]
09-Dec-21,Thu,0.91,1.09,1.09,0.95,0.62,0.63,0.78,0.81,1.15,"[r] tfl tube, tfl bus",[z]
10-Dec-21,Fri,0.93,1.08,1.07,0.97,0.59,0.60,0.77,0.79,0.80,"[r] tfl tube, tfl bus",[z]
11-Dec-21,Sat,0.96,1.16,1.17,0.99,0.59,0.74,0.79,0.77,0.92,"[r] tfl tube, tfl bus",[z]
12-Dec-21,Sun,0.98,1.20,1.24,1.02,0.59,0.70,0.78,0.87,0.88,[z],[z]
13-Dec-21,Mon,0.91,1.10,1.12,0.96,0.58,0.51,0.73,0.78,0.76,"[r] tfl tube, tfl bus",[z]
14-Dec-21,Tue,0.90,1.10,1.11,0.95,0.56,0.50,0.73,0.80,0.78,[r] tfl tube,[z]
15-Dec-21,Wed,0.90,1.09,1.09,0.95,0.57,0.50,0.72,0.77,0.91,"[r] tfl tube, tfl bus",[z]
16-Dec-21,Thu,0.90,1.06,1.07,0.94,0.56,0.49,0.73,0.77,1.02,"[r] tfl tube, tfl bus",[z]
17-Dec-21,Fri,0.91,1.04,1.04,0.94,0.57,0.49,0.75,0.74,0.78,"[r] tfl tube, tfl bus",[z]
18-Dec-21,Sat,0.96,1.13,1.15,0.99,0.55,0.51,0.80,0.74,1.00,"[r] tfl tube, tfl bus",[z]
19-Dec-21,Sun,0.97,1.18,1.27,1.01,0.54,0.60,0.73,0.83,0.74,[r] tfl tube,[z]
20-Dec-21,Mon,0.90,1.05,1.06,0.94,0.52,0.55,0.70,0.62,0.75,"[r] tfl tube, tfl bus",[z]
21-Dec-21,Tue,0.89,1.02,1.02,0.92,0.51,0.40,0.59,0.62,0.70,[z],[z]
22-Dec-21,Wed,0.90,1.00,0.92,0.92,0.47,0.38,0.57,0.56,0.72,[z],[z]
23-Dec-21,Thu,0.92,0.92,0.74,0.90,0.46,0.37,0.59,0.55,1.27,[z],[z]
24-Dec-21,Fri,0.77,0.68,0.38,0.73,0.42,0.51,0.73,0.39,0.98,[z],[note 9]
25-Dec-21,Sat,0.50,0.44,0.08,0.48,,,,,0.51,[z],"[notes 8, 9, 15]"
26-Dec-21,Sun,0.74,0.78,0.40,0.74,,0.50,0.67,,0.59,[z],"[notes 8, 9, 15]"
27-Dec-21,Mon (BH),0.72,0.60,0.26,0.67,,0.42,0.56,,0.46,[z],"[notes 8, 15]"
28-Dec-21,Tue (BH),0.70,0.59,0.31,0.65,,0.47,0.61,,0.44,[z],"[notes 8, 15]"
29-Dec-21,Wed,0.73,0.69,0.51,0.70,,0.56,0.75,0.42,0.64,[z],"[notes 9, 15]"
30-Dec-21,Thu,0.74,0.69,0.51,0.72,,0.58,0.78,0.45,0.73,[z],"[notes 9, 15]"
31-Dec-21,Fri,0.68,0.61,0.37,0.65,,0.54,0.77,0.39,0.70,[z],"[notes 9, 15]"
01-Jan-22,Sat,0.58,0.59,0.25,0.57,,0.53,0.82,,0.80,[z],"[notes 8, 9, 15]"
02-Jan-22,Sun,0.82,0.97,0.78,0.85,,0.66,0.72,0.63,0.82,[z],"[notes 9, 15]"
03-Jan-22,Mon (BH),0.64,0.57,0.30,0.60,,0.35,0.55,,0.69,[z],"[notes 8, 9, 15]"
04-Jan-22,Tue,0.75,0.87,0.76,0.77,,0.39,0.59,0.57,0.62,[z],"[notes 9, 15]"
05-Jan-22,Wed,0.77,0.92,0.90,0.80,,0.43,0.66,0.60,0.91,[z],"[notes 9, 15]"
06-Jan-22,Thu,0.75,0.91,0.93,0.79,,0.41,0.67,0.60,0.96,[z],"[notes 9, 15]"
07-Jan-22,Fri,0.77,0.92,0.94,0.81,,0.44,0.67,0.61,0.91,[z],"[notes 9, 15]"
08-Jan-22,Sat,0.79,0.96,0.97,0.82,,0.56,0.66,0.54,0.78,[z],"[notes 9, 15]"
09-Jan-22,Sun,0.85,1.05,1.03,0.88,,0.64,0.75,0.68,1.25,[z],"[notes 9, 15]"
10-Jan-22,Mon,0.82,1.03,1.02,0.87,,0.43,0.68,0.68,0.86,[z],"[notes 9, 15]"
11-Jan-22,Tue,0.82,1.02,1.01,0.87,,0.43,0.69,0.71,0.79,[z],[note 15]
12-Jan-22,Wed,0.83,1.02,1.01,0.88,0.42,0.47,0.70,0.69,1.05,[z],[z]
13-Jan-22,Thu,0.83,1.00,1.00,0.87,0.41,0.46,0.70,0.70,1.12,[z],[z]
14-Jan-22,Fri,0.85,1.01,0.98,0.88,0.51,0.49,0.72,0.70,0.83,[z],[z]
15-Jan-22,Sat,0.88,1.07,0.99,0.91,0.52,0.58,0.75,0.66,1.08,[z],[z]
16-Jan-22,Sun,0.89,1.12,1.06,0.93,0.56,0.60,0.76,0.73,1.27,[z],[z]
17-Jan-22,Mon,0.86,1.06,1.05,0.91,0.57,0.46,0.71,0.72,0.93,[z],[z]
18-Jan-22,Tue,0.83,1.04,1.03,0.88,0.57,0.47,0.71,0.72,0.79,[z],[z]
19-Jan-22,Wed,0.83,1.03,1.03,0.88,0.53,0.48,0.72,0.70,1.09,[z],[z]
20-Jan-22,Thu,0.84,1.02,1.01,0.88,0.54,0.50,0.73,0.71,1.06,[z],[z]
21-Jan-22,Fri,0.85,1.02,1.01,0.89,0.54,0.50,0.73,0.71,0.87,[z],[z]
22-Jan-22,Sat,0.90,1.10,1.04,0.93,0.54,0.64,0.76,0.69,1.18,[z],[z]
23-Jan-22,Sun,0.90,1.13,1.06,0.94,0.54,0.68,0.76,,1.01,[z],[note 8]
24-Jan-22,Mon,0.85,1.06,1.05,0.90,0.55,0.48,0.72,,0.94,[z],[note 8]
25-Jan-22,Tue,0.85,1.05,1.03,0.90,0.55,0.51,0.71,,0.81,[z],[note 8]
26-Jan-22,Wed,0.85,1.04,1.04,0.90,0.57,0.52,0.72,,1.05,[z],[note 8]
27-Jan-22,Thu,0.86,1.03,1.03,0.90,0.58,0.54,0.61,0.74,1.29,[z],[z]
28-Jan-22,Fri,0.88,1.02,1.02,0.91,0.58,0.54,0.74,0.73,1.01,[z],[z]
29-Jan-22,Sat,0.91,1.09,1.05,0.94,0.59,0.70,0.79,0.69,1.06,[z],[z]
30-Jan-22,Sun,0.94,1.17,1.11,0.98,0.59,0.70,0.81,0.80,1.20,[z],[z]
31-Jan-22,Mon,0.87,1.06,1.05,0.92,0.60,0.53,0.74,0.74,0.92,[z],[z]
01-Feb-22,Tue,0.86,1.04,1.03,0.91,0.61,0.56,0.75,0.77,0.92,[z],[z]
02-Feb-22,Wed,0.86,1.05,1.03,0.91,0.62,0.56,0.75,0.74,1.16,[z],[z]
03-Feb-22,Thu,0.86,1.02,1.02,0.90,0.63,0.58,0.75,0.76,1.24,[z],[z]
04-Feb-22,Fri,0.88,1.03,1.02,0.92,0.60,0.57,0.75,0.74,0.85,[z],[z]
05-Feb-22,Sat,0.90,1.09,1.04,0.94,0.61,0.77,0.77,0.69,1.17,[z],[z]
06-Feb-22,Sun,0.91,1.12,1.10,0.94,0.61,0.91,0.95,0.75,0.69,[z],[z]
07-Feb-22,Mon,0.88,1.09,1.06,0.93,0.61,0.55,0.75,0.77,1.10,[z],[z]
08-Feb-22,Tue,0.88,1.07,1.04,0.93,0.61,0.59,0.75,0.80,1.02,[z],[z]
09-Feb-22,Wed,0.89,1.07,1.05,0.93,0.64,0.60,0.76,0.76,1.24,[z],[z]
10-Feb-22,Thu,0.88,1.06,1.03,0.92,0.64,0.61,0.78,0.78,1.21,[z],[z]
11-Feb-22,Fri,0.91,1.07,1.01,0.95,0.68,0.60,0.76,0.77,1.08,[z],[z]
12-Feb-22,Sat,0.93,1.12,1.04,0.96,0.68,0.89,0.91,0.72,1.14,[z],[z]
13-Feb-22,Sun,0.92,1.14,1.10,0.96,0.68,0.88,0.89,0.77,0.78,[z],[z]
14-Feb-22,Mon,0.90,1.08,1.04,0.94,0.68,0.58,0.76,0.73,1.01,[z],[z]
15-Feb-22,Tue,0.88,1.07,1.03,0.92,0.68,0.59,0.71,0.72,0.93,[z],[z]
16-Feb-22,Wed,0.86,1.05,1.02,0.91,0.62,0.61,0.76,0.67,1.05,[z],[z]
17-Feb-22,Thu,0.91,1.06,1.00,0.94,0.62,0.64,0.80,0.72,1.18,[z],[z]
18-Feb-22,Fri,0.69,0.85,0.87,0.73,0.56,0.43,0.64,0.44,0.66,[z],[note 10]
19-Feb-22,Sat,0.92,1.14,1.04,0.96,0.54,0.80,0.77,0.65,1.00,[z],[z]
20-Feb-22,Sun,0.89,1.14,1.08,0.93,0.53,0.77,0.76,0.69,0.56,[z],[z]
21-Feb-22,Mon,0.87,1.07,1.02,0.92,0.52,0.58,0.77,0.63,0.72,[z],[z]
22-Feb-22,Tue,0.89,1.08,1.03,0.94,0.53,0.65,0.77,0.71,0.74,[z],[z]
23-Feb-22,Wed,0.90,1.08,1.03,0.94,0.59,0.67,0.78,0.68,0.87,[z],[z]
24-Feb-22,Thu,0.88,1.05,1.01,0.92,0.56,0.69,0.79,0.66,0.82,[z],[z]
25-Feb-22,Fri,0.94,1.08,1.01,0.97,0.63,0.68,0.82,0.72,0.96,[z],[z]
26-Feb-22,Sat,0.98,1.18,1.09,1.01,0.66,0.86,0.89,0.78,1.42,[z],[z]
27-Feb-22,Sun,1.03,1.28,1.18,1.08,0.68,0.89,0.87,0.86,1.37,[z],[z]
28-Feb-22,Mon,0.91,1.11,1.06,0.95,0.70,0.59,0.75,0.77,1.00,[z],[z]
01-Mar-22,Tue,0.90,1.10,1.05,0.95,0.69,0.04,0.87,0.83,0.99,[r] tfl bus,[z]
02-Mar-22,Wed,0.89,1.08,1.05,0.93,0.65,0.53,0.81,0.76,1.19,"[r] tfl tube, tfl bus",[z]
03-Mar-22,Thu,0.89,1.06,1.05,0.93,0.69,0.04,0.89,0.80,1.46,[r] tfl bus,[z]
04-Mar-22,Fri,0.93,1.08,1.03,0.96,0.64,0.55,0.80,0.79,1.12,"[r] tfl tube, tfl bus",[z]
05-Mar-22,Sat,0.96,1.18,1.09,1.00,0.64,0.74,0.81,0.80,1.38,"[r] tfl tube, tfl bus",[z]
06-Mar-22,Sun,1.00,1.24,1.17,1.04,0.64,0.79,0.88,0.88,1.34,"[r] tfl tube, tfl bus",[z]
07-Mar-22,Mon,0.91,1.12,1.07,0.96,0.64,0.58,0.75,0.80,1.14,[z],[z]
08-Mar-22,Tue,0.90,1.10,1.05,0.95,0.64,0.63,0.76,0.84,1.07,"[r] tfl tube, tfl bus",[z]
09-Mar-22,Wed,0.89,1.08,1.05,0.94,0.67,0.63,0.77,0.78,1.35,[z],[z]
10-Mar-22,Thu,0.90,1.07,1.04,0.94,0.68,0.63,0.77,0.81,1.47,"[r] tfl tube, tfl bus",[z]
11-Mar-22,Fri,0.91,1.07,1.03,0.94,0.72,0.60,0.76,0.78,1.02,"[r] tfl tube, tfl bus",[z]
12-Mar-22,Sat,0.95,1.15,1.08,0.98,0.72,0.79,0.85,0.80,1.73,"[r] tfl tube, tfl bus",[z]
13-Mar-22,Sun,0.97,1.22,1.17,1.01,0.72,0.80,0.84,0.86,1.17,"[r] tfl tube, tfl bus",[z]
14-Mar-22,Mon,0.91,1.10,1.07,0.95,0.72,0.58,0.76,0.81,1.32,[r] tfl tube,[z]
15-Mar-22,Tue,0.89,1.08,1.05,0.94,0.72,0.63,0.80,0.84,1.26,[r] tfl bus,[z]
16-Mar-22,Wed,0.88,1.07,1.05,0.93,0.68,0.64,0.76,0.76,0.93,"[r] tfl tube, tfl bus",[z]
17-Mar-22,Thu,0.90,1.06,1.03,0.94,0.68,0.66,0.80,0.83,1.44,[r] tfl tube,[z]
18-Mar-22,Fri,0.93,1.07,1.03,0.97,0.68,0.62,0.79,0.80,1.49,[z],[z]
19-Mar-22,Sat,0.99,1.18,1.11,1.03,0.69,0.82,0.87,0.82,1.65,"[r] tfl tube, tfl bus",[z]
20-Mar-22,Sun,1.02,1.26,1.20,1.07,0.69,0.78,0.84,0.90,1.57,"[r] tfl tube, tfl bus",[z]
21-Mar-22,Mon,0.91,1.10,1.07,0.96,0.69,0.59,0.76,0.80,1.30,[z],[z]
22-Mar-22,Tue,0.90,1.09,1.06,0.95,0.68,0.64,0.78,0.84,1.27,[r] tfl bus,[z]
23-Mar-22,Wed,0.90,1.08,1.07,0.95,0.70,0.65,0.81,0.80,1.62,"[r] tfl tube, tfl bus",[z]
24-Mar-22,Thu,0.91,1.07,1.06,0.95,0.70,0.66,0.79,0.82,1.75,[r] tfl bus,[z]
25-Mar-22,Fri,0.95,1.08,1.05,0.99,0.73,0.63,0.81,0.81,1.41,[r] tfl bus,[z]
26-Mar-22,Sat,1.03,1.23,1.10,1.07,0.73,0.76,0.89,0.85,1.90,"[r] tfl tube, tfl bus",[z]
27-Mar-22,Sun,1.09,1.30,1.16,1.13,0.72,0.72,0.81,0.87,1.48,"[r] tfl tube, tfl bus",[z]
28-Mar-22,Mon,0.92,1.10,1.08,0.97,0.72,0.59,0.74,0.78,1.24,[z],[z]
29-Mar-22,Tue,0.89,1.09,1.06,0.94,0.72,0.65,0.75,0.81,0.99,"[r] tfl tube, tfl bus",[z]
30-Mar-22,Wed,0.89,1.08,1.06,0.93,0.71,0.64,0.77,0.76,1.10,[z],[z]
31-Mar-22,Thu,0.89,1.07,1.05,0.93,0.71,0.64,0.76,0.77,1.11,"[r] tfl tube, tfl bus",[z]
01-Apr-22,Fri,0.92,1.07,1.03,0.96,0.62,0.60,0.76,0.78,0.90,"[r] tfl tube, tfl bus",[z]
02-Apr-22,Sat,0.96,1.15,1.10,1.00,0.62,0.74,0.75,0.79,1.24,"[r] tfl tube, tfl bus",[z]
03-Apr-22,Sun,0.98,1.20,1.20,1.02,0.62,0.87,0.83,0.87,1.28,[r] tfl bus,[z]
04-Apr-22,Mon,0.89,1.08,1.06,0.93,0.62,0.58,0.64,0.71,0.84,"[r] tfl tube, tfl bus",[z]
05-Apr-22,Tue,0.88,1.07,1.05,0.92,0.61,0.63,0.68,0.76,0.92,"[r] tfl tube, tfl bus",[z]
06-Apr-22,Wed,0.88,1.07,1.06,0.92,0.65,0.64,0.66,0.71,0.97,[r] tfl bus,[z]
07-Apr-22,Thu,0.88,1.04,1.04,0.92,0.65,0.66,0.68,0.72,1.01,[r] tfl bus,[z]
08-Apr-22,Fri,0.92,1.07,1.03,0.96,0.70,0.61,0.68,0.73,1.09,"[r] tfl tube, tfl bus",[z]
09-Apr-22,Sat,0.97,1.16,1.09,1.00,0.71,0.83,0.83,0.79,1.47,"[r] tfl tube, tfl bus",[z]
10-Apr-22,Sun,1.00,1.23,1.21,1.05,0.71,0.81,0.87,0.88,1.57,[r] tfl bus,[z]
11-Apr-22,Mon,0.91,1.09,1.07,0.95,0.71,0.61,0.75,0.65,1.06,"[r] tfl tube, tfl bus",[z]
12-Apr-22,Tue,0.87,1.06,1.05,0.92,0.72,0.65,0.76,0.65,0.86,"[r] tfl tube, tfl bus",[z]
13-Apr-22,Wed,0.90,1.08,1.06,0.95,0.72,0.66,0.75,0.65,1.25,"[r] tfl tube, tfl bus",[z]
14-Apr-22,Thu,0.96,1.09,1.03,0.99,0.73,0.66,0.81,0.70,1.45,[z],[z]
15-Apr-22,Fri (BH),0.84,0.78,0.51,0.81,0.76,0.78,0.87,,1.30,[z],[note 8]
16-Apr-22,Sat,0.98,1.10,0.86,1.00,0.77,0.78,0.85,,1.71,[z],"[notes 8, 9]"
17-Apr-22,Sun,0.96,1.10,0.84,0.99,0.77,0.81,0.87,,1.61,[z],"[notes 8, 9]"
18-Apr-22,Mon (BH),0.85,0.75,0.40,0.81,0.81,0.79,0.86,,1.20,[z],[note 8]
19-Apr-22,Tue,0.92,1.09,1.00,0.96,0.85,0.59,0.88,0.73,1.10,"[r] tfl tube, tfl bus",[z]
20-Apr-22,Wed,0.92,1.09,1.04,0.96,0.78,0.66,0.92,0.72,1.65,"[r] tfl tube, tfl bus",[z]
21-Apr-22,Thu,0.92,1.07,1.04,0.96,0.74,0.68,0.89,0.73,1.74,[r] tfl bus,[z]
22-Apr-22,Fri,0.94,1.08,1.04,0.97,0.74,0.65,0.89,0.71,1.15,"[r] tfl tube, tfl bus",[z]
23-Apr-22,Sat,1.00,1.19,1.13,1.03,0.74,0.81,0.88,0.79,1.56,"[r] tfl tube, tfl bus",[z]
24-Apr-22,Sun,1.05,1.30,1.23,1.10,0.74,0.78,0.85,0.88,1.73,"[r] tfl tube, tfl bus",[z]
25-Apr-22,Mon,0.94,1.14,1.08,0.99,0.73,0.60,0.91,0.80,1.27,[r] tfl bus,[z]
26-Apr-22,Tue,0.93,1.13,1.07,0.98,0.70,0.72,0.85,0.85,1.36,"[r] tfl tube, tfl bus",[z]
27-Apr-22,Wed,0.93,1.12,1.07,0.98,0.77,0.70,0.82,0.80,1.37,"[r] tfl tube, tfl bus",[z]
28-Apr-22,Thu,0.94,1.11,1.06,0.98,0.77,0.70,0.81,0.83,1.62,"[r] tfl tube, tfl bus",[z]
29-Apr-22,Fri,0.99,1.14,1.06,1.02,0.71,0.64,0.81,0.83,1.30,[r] tfl tube,[z]
30-Apr-22,Sat,1.02,1.22,1.11,1.06,0.72,0.82,0.87,0.86,1.96,[z],[z]
01-May-22,Sun,1.00,1.23,1.07,1.04,0.72,0.83,0.86,0.97,1.17,[z],[z]
02-May-22,Mon (BH),0.83,0.76,0.43,0.80,0.74,0.90,0.92,,1.27,[z],[note 8]
03-May-22,Tue,0.94,1.15,1.05,0.99,0.75,0.63,0.76,0.85,1.16,"[r] tfl tube, tfl bus",[z]
04-May-22,Wed,0.93,1.13,1.08,0.98,0.73,0.68,0.79,0.80,1.29,"[r] tfl tube, tfl bus",[z]
05-May-22,Thu,0.94,1.11,1.07,0.99,0.76,0.68,0.81,0.84,1.76,"[r] tfl tube, tfl bus",[z]
06-May-22,Fri,0.96,1.11,1.05,1.00,0.81,0.65,0.81,0.82,1.22,[r] tfl tube,[z]
07-May-22,Sat,1.00,1.20,1.12,1.04,0.81,0.87,0.87,0.84,1.82,[z],[z]
08-May-22,Sun,1.06,1.32,1.25,1.12,0.80,0.90,0.88,0.96,2.06,[z],[z]
09-May-22,Mon,0.95,1.14,1.09,1.00,0.76,0.64,0.79,0.82,1.39,[z],[note 16]
10-May-22,Tue,0.93,1.13,1.07,0.98,0.76,0.71,0.80,0.85,1.21,[r] tfl tube,[note 16]
11-May-22,Wed,0.92,1.12,1.06,0.97,0.78,0.70,0.80,0.79,1.10,[r] tfl bus,[z]
12-May-22,Thu,0.93,1.10,1.05,0.98,0.72,0.72,0.82,0.84,1.65,"[r] tfl tube, tfl bus",[note 16]
13-May-22,Fri,0.96,1.12,1.05,1.00,0.72,0.66,0.81,0.82,1.21,"[r] tfl tube, tfl bus",[note 16]
14-May-22,Sat,1.00,1.18,1.09,1.04,0.73,0.92,0.89,0.84,2.10,"[r] tfl tube, tfl bus",[note 16]
15-May-22,Sun,1.04,1.30,1.25,1.09,0.73,0.87,0.81,0.90,1.28,"[r] tfl tube, tfl bus",[note 16]
16-May-22,Mon,0.94,1.14,1.07,0.99,0.74,0.65,0.78,0.79,1.08,[r] tfl bus,[note 16]
17-May-22,Tue,0.93,1.12,1.06,0.98,0.75,0.71,0.81,0.86,1.31,[r] tfl tube,[note 16]
18-May-22,Wed,0.93,1.12,1.07,0.98,0.71,0.71,0.81,0.81,1.54,[z],[z]
19-May-22,Thu,0.94,1.10,1.05,0.98,0.78,0.74,0.80,0.83,1.76,[r] tfl bus,[z]
20-May-22,Fri,0.96,1.12,1.03,1.00,0.79,0.68,0.81,0.81,1.04,[r] tfl tube,[z]
21-May-22,Sat,1.01,1.20,1.11,1.05,0.79,0.89,0.89,0.84,1.89,[z],[z]
22-May-22,Sun,1.06,1.31,1.25,1.11,0.80,0.96,0.92,0.95,1.92,[z],[z]
23-May-22,Mon,0.95,1.15,1.07,1.00,0.80,0.66,0.78,0.81,1.39,[z],[z]
24-May-22,Tue,0.93,1.13,1.06,0.98,0.81,0.72,0.80,0.85,1.16,"[r] tfl tube, tfl bus",[z]
25-May-22,Wed,0.94,1.13,1.06,0.98,0.82,0.73,0.81,0.80,2.14,"[r] tfl tube, tfl bus",[z]
26-May-22,Thu,0.94,1.11,1.05,0.98,0.83,0.76,0.82,0.82,1.49,"[r] tfl tube, tfl bus",[z]
27-May-22,Fri,0.98,1.12,1.03,1.02,0.81,0.74,0.83,0.82,1.33,"[r] tfl tube, tfl bus",[z]
28-May-22,Sat,1.04,1.23,1.13,1.07,0.81,0.93,0.88,0.84,2.00,"[r] tfl tube, tfl bus",[z]
29-May-22,Sun,1.05,1.29,1.27,1.10,0.81,1.02,0.87,0.94,1.51,"[r] tfl tube, tfl bus",[z]
30-May-22,Mon,0.94,1.09,1.05,0.97,,0.65,0.70,0.67,0.99,[z],[note 15]
31-May-22,Tue,0.92,1.08,1.05,0.96,0.82,0.73,0.81,0.72,0.85,"[r] tfl tube, tfl bus",[note 16]
01-Jun-22,Wed,0.99,1.13,1.03,1.02,0.86,0.74,0.84,0.73,1.29,[z],[note 16]
02-Jun-22,Thu (BH),0.85,0.78,0.49,0.82,,1.19,1.03,,1.69,[z],"[notes 8, 15]"
03-Jun-22,Fri (BH),0.78,0.70,0.39,0.75,,1.10,1.04,,1.16,[z],"[notes 8, 15]"
04-Jun-22,Sat,0.96,1.08,0.88,0.98,0.86,0.74,0.76,0.75,1.50,[z],[note 16]
05-Jun-22,Sun,0.99,1.22,1.20,1.04,0.85,0.79,0.76,0.87,0.84,[z],[note 16]
06-Jun-22,Mon,0.93,1.10,1.04,0.97,0.82,0.16,0.89,0.75,1.21,[z],[note 16]
07-Jun-22,Tue,0.93,1.11,1.05,0.97,0.83,0.61,0.86,0.83,1.40,[z],[note 16]
08-Jun-22,Wed,0.92,1.11,1.05,0.96,0.77,0.70,0.83,0.77,1.39,[z],[note 16]
09-Jun-22,Thu,0.93,1.09,1.05,0.97,0.79,0.70,0.82,0.81,1.63,[z],[note 16]
10-Jun-22,Fri,0.96,1.11,1.04,1.00,0.79,0.67,0.84,0.80,1.35,[z],[z]
11-Jun-22,Sat,1.01,1.21,1.12,1.05,0.81,0.81,0.90,0.82,1.95,[z],[z]
12-Jun-22,Sun,1.07,1.33,1.27,1.12,0.82,0.88,0.88,0.93,1.82,[z],[z]
13-Jun-22,Mon,0.96,1.15,1.09,1.00,0.83,0.66,0.86,0.80,1.49,[z],[z]
14-Jun-22,Tue,0.94,1.13,1.07,0.99,0.84,0.70,0.80,0.83,1.54,[z],[z]
15-Jun-22,Wed,0.94,1.12,1.07,0.99,0.84,0.71,0.82,0.79,1.89,[z],[z]
16-Jun-22,Thu,0.94,1.10,1.07,0.99,0.84,0.72,0.83,0.81,2.09,[z],[z]
17-Jun-22,Fri,0.98,1.11,1.04,1.01,0.84,0.67,0.79,0.78,1.59,[z],[z]
18-Jun-22,Sat,1.01,1.19,1.10,1.04,0.85,0.91,0.82,0.81,1.60,[z],[z]
19-Jun-22,Sun,1.10,1.33,1.24,1.14,0.84,0.93,0.87,0.92,1.58,[z],[z]
20-Jun-22,Mon,0.96,1.15,1.09,1.01,0.82,0.66,0.81,0.80,1.72,[z],[z]
21-Jun-22,Tue,0.94,1.14,1.07,0.99,0.72,0.04,0.90,0.83,1.69,[z],[z]
22-Jun-22,Wed,0.94,1.13,1.06,0.99,0.68,0.49,0.82,0.78,1.99,[z],[z]
23-Jun-22,Thu,0.94,1.11,1.05,0.99,0.59,0.43,0.81,0.81,1.97,[z],[z]
24-Jun-22,Fri,0.98,1.12,1.03,1.01,0.54,0.64,0.82,0.77,1.34,[z],[z]
25-Jun-22,Sat,1.04,1.23,1.12,1.07,0.47,0.72,0.90,0.85,1.88,[z],[z]
26-Jun-22,Sun,1.08,1.35,1.29,1.13,0.47,0.85,0.90,0.94,1.67,[z],[z]
27-Jun-22,Mon,0.95,1.14,1.08,1.00,0.48,0.68,0.79,0.75,1.36,[z],[z]
28-Jun-22,Tue,0.93,1.12,1.06,0.98,0.58,0.74,0.82,0.80,1.30,[z],[z]
29-Jun-22,Wed,0.93,1.12,1.06,0.98,0.64,0.76,0.81,0.76,1.50,[z],[z]
30-Jun-22,Thu,0.94,1.11,1.04,0.98,0.74,0.78,0.81,0.77,1.63,[z],[z]
01-Jul-22,Fri,0.97,1.12,1.02,1.00,0.81,0.75,0.81,0.75,1.24,[z],[z]
02-Jul-22,Sat,0.99,1.20,1.08,1.03,0.89,0.95,0.84,0.83,1.70,[z],[z]
03-Jul-22,Sun,1.05,1.33,1.25,1.11,0.89,0.85,0.87,0.96,1.91,[z],[z]
04-Jul-22,Mon,0.95,1.14,1.08,1.00,0.89,0.67,0.80,0.77,1.72,[z],[z]
05-Jul-22,Tue,0.92,1.10,1.04,0.97,0.88,0.71,0.80,0.81,1.43,[z],[z]
06-Jul-22,Wed,0.92,1.11,1.04,0.97,0.84,0.73,0.80,0.76,1.62,[z],[z]
07-Jul-22,Thu,0.93,1.10,1.02,0.98,0.84,0.73,0.80,0.78,1.87,[z],[z]
08-Jul-22,Fri,0.96,1.11,1.01,1.00,0.83,0.67,0.80,0.77,1.57,[z],[z]
09-Jul-22,Sat,1.01,1.20,1.08,1.05,0.83,0.75,0.87,0.85,2.08,[z],[z]
10-Jul-22,Sun,1.08,1.36,1.24,1.14,0.83,0.84,0.87,1.01,2.15,[z],[z]
11-Jul-22,Mon,0.96,1.15,1.05,1.01,0.83,0.65,0.76,0.74,1.78,[z],[z]
12-Jul-22,Tue,0.93,1.13,1.04,0.98,0.83,0.70,0.76,0.77,1.45,[z],[z]
13-Jul-22,Wed,0.93,1.12,1.05,0.98,0.81,0.69,0.78,0.74,1.95,[z],[z]
14-Jul-22,Thu,0.94,1.11,1.04,0.98,0.81,0.71,0.81,0.76,2.05,[z],[z]
15-Jul-22,Fri,0.98,1.12,1.02,1.01,0.81,0.67,0.80,0.76,1.41,[z],[z]
16-Jul-22,Sat,1.02,1.22,1.11,1.06,0.81,0.80,0.88,0.84,2.19,[z],[z]
17-Jul-22,Sun,1.06,1.31,1.23,1.12,0.80,0.76,0.88,0.96,1.90,[z],[z]
18-Jul-22,Mon,0.91,1.11,1.03,0.96,0.77,0.49,0.67,0.64,1.43,[z],[note 10]
19-Jul-22,Tue,0.85,1.04,0.98,0.90,0.73,0.45,0.63,0.62,1.10,[z],[note 10]
20-Jul-22,Wed,0.94,1.13,1.02,0.98,0.73,0.68,0.78,0.68,1.57,[z],[z]
21-Jul-22,Thu,0.94,1.11,1.02,0.98,0.73,0.71,0.79,0.70,1.76,[z],[z]
22-Jul-22,Fri,0.96,1.11,1.00,0.99,0.71,0.67,0.78,0.66,1.22,[z],[z]
